+-----------------+------------+--------------+-------------+---------------------------+-------------+
| department_name | date       | shift        | staff_type  | role                      | staff_count |
| Pnevmonologiko  | 2026-05-11 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           6 |
| Pnevmonologiko  | 2026-05-11 | πρωινή       | Διοικητικός | Υπάλληλος IT              |           1 |
| Pnevmonologiko  | 2026-05-11 | πρωινή       | Ιατρός      | Psychiatry                |           1 |
| Pnevmonologiko  | 2026-05-11 | πρωινή       | Ιατρός      | Orthopedics               |           1 |
| Pnevmonologiko  | 2026-05-11 | πρωινή       | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Pnevmonologiko  | 2026-05-11 | πρωινή       | Ιατρός      | Pediatrics                |           1 |
| Psychiatriko    | 2026-05-11 | απογευματινή | Διοικητικός | Αρχειοθέτης               |           1 |
| Psychiatriko    | 2026-05-11 | απογευματινή | Ιατρός      | General Practice          |           1 |
| Psychiatriko    | 2026-05-11 | απογευματινή | Ιατρός      | Cardiology                |           1 |
| Psychiatriko    | 2026-05-11 | απογευματινή | Ιατρός      | Urology                   |           1 |
| Psychiatriko    | 2026-05-11 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Psychiatriko    | 2026-05-11 | απογευματινή | Διοικητικός | Γραμματέας                |           1 |
| Psychiatriko    | 2026-05-11 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Psychiatriko    | 2026-05-11 | νυχτερινή    | Ιατρός      | Internal Medicine         |           1 |
| Psychiatriko    | 2026-05-11 | νυχτερινή    | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Psychiatriko    | 2026-05-11 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Psychiatriko    | 2026-05-11 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Psychiatriko    | 2026-05-11 | νυχτερινή    | Διοικητικός | Υπάλληλος IT              |           1 |
| Psychiatriko    | 2026-05-11 | νυχτερινή    | Ιατρός      | Urology                   |           1 |
| Psychiatriko    | 2026-05-11 | νυχτερινή    | Ιατρός      | Oncology                  |           1 |
| Psychiatriko    | 2026-05-11 | πρωινή       | Διοικητικός | Υπάλληλος IT              |           1 |
| Psychiatriko    | 2026-05-11 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Psychiatriko    | 2026-05-11 | πρωινή       | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Psychiatriko    | 2026-05-11 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           5 |
| Psychiatriko    | 2026-05-11 | πρωινή       | Ιατρός      | General Practice          |           1 |
| Psychiatriko    | 2026-05-11 | πρωινή       | Ιατρός      | Psychiatry                |           1 |
| Psychiatriko    | 2026-05-11 | πρωινή       | Ιατρός      | Cardiology                |           1 |
| Revmatologiko   | 2026-05-11 | απογευματινή | Διοικητικός | Λογιστής                  |           1 |
| Revmatologiko   | 2026-05-11 | απογευματινή | Ιατρός      | Neurology                 |           1 |
| Revmatologiko   | 2026-05-11 | απογευματινή | Ιατρός      | Anesthesiology            |           1 |
| Revmatologiko   | 2026-05-11 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Revmatologiko   | 2026-05-11 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Revmatologiko   | 2026-05-11 | απογευματινή | Ιατρός      | General Practice          |           1 |
| Revmatologiko   | 2026-05-11 | απογευματινή | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Revmatologiko   | 2026-05-11 | νυχτερινή    | Ιατρός      | Oncology                  |           1 |
| Revmatologiko   | 2026-05-11 | νυχτερινή    | Ιατρός      | General Practice          |           1 |
| Revmatologiko   | 2026-05-11 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Revmatologiko   | 2026-05-11 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Revmatologiko   | 2026-05-11 | νυχτερινή    | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Revmatologiko   | 2026-05-11 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Revmatologiko   | 2026-05-11 | νυχτερινή    | Διοικητικός | Αρχειοθέτης               |           1 |
| Revmatologiko   | 2026-05-11 | νυχτερινή    | Ιατρός      | Orthopedics               |           1 |
| Revmatologiko   | 2026-05-11 | πρωινή       | Ιατρός      | Emergency Medicine        |           1 |
| Revmatologiko   | 2026-05-11 | πρωινή       | Ιατρός      | Anesthesiology            |           1 |
| Revmatologiko   | 2026-05-11 | πρωινή       | Ιατρός      | Orthopedics               |           1 |
| Revmatologiko   | 2026-05-11 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Revmatologiko   | 2026-05-11 | πρωινή       | Διοικητικός | Λογιστής                  |           1 |
| Revmatologiko   | 2026-05-11 | πρωινή       | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Revmatologiko   | 2026-05-11 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Aimatologiko    | 2026-05-12 | απογευματινή | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Aimatologiko    | 2026-05-12 | απογευματινή | Ιατρός      | Cardiology                |           2 |
| Aimatologiko    | 2026-05-12 | απογευματινή | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Aimatologiko    | 2026-05-12 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Aimatologiko    | 2026-05-12 | απογευματινή | Ιατρός      | Radiology                 |           1 |
| Aimatologiko    | 2026-05-12 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Aimatologiko    | 2026-05-12 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Aimatologiko    | 2026-05-12 | νυχτερινή    | Διοικητικός | Υπάλληλος IT              |           1 |
| Aimatologiko    | 2026-05-12 | νυχτερινή    | Ιατρός      | Internal Medicine         |           1 |
| Aimatologiko    | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Aimatologiko    | 2026-05-12 | νυχτερινή    | Ιατρός      | Anesthesiology            |           1 |
| Aimatologiko    | 2026-05-12 | νυχτερινή    | Ιατρός      | Psychiatry                |           1 |
| Aimatologiko    | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Aimatologiko    | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Aimatologiko    | 2026-05-12 | νυχτερινή    | Διοικητικός | Λογιστής                  |           1 |
| Aimatologiko    | 2026-05-12 | πρωινή       | Ιατρός      | Oncology                  |           1 |
| Aimatologiko    | 2026-05-12 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Aimatologiko    | 2026-05-12 | πρωινή       | Ιατρός      | Dermatology               |           1 |
| Aimatologiko    | 2026-05-12 | πρωινή       | Διοικητικός | Γραμματέας                |           1 |
| Aimatologiko    | 2026-05-12 | πρωινή       | Ιατρός      | Psychiatry                |           1 |
| Aimatologiko    | 2026-05-12 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           1 |
| Aimatologiko    | 2026-05-12 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           3 |
| Aimatologiko    | 2026-05-12 | πρωινή       | Διοικητικός | Λογιστής                  |           1 |
| Cheirourgiko    | 2026-05-12 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Cheirourgiko    | 2026-05-12 | απογευματινή | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Cheirourgiko    | 2026-05-12 | απογευματινή | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Cheirourgiko    | 2026-05-12 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Cheirourgiko    | 2026-05-12 | απογευματινή | Ιατρός      | Internal Medicine         |           1 |
| Cheirourgiko    | 2026-05-12 | απογευματινή | Ιατρός      | Anesthesiology            |           2 |
| Cheirourgiko    | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           2 |
